L,U,V,t,β,δ,m,uS,vS,Qm,QuS,QvS,Converged,I,f,g,g0,ΔT,μ
128,0.5,2.3,1.0,100.0,0.0,0.04529558375573722,0.4048326200926714,-1.0522866431064196e-22,0.9290887992289137,0.01809296837573804,4.520591166076552e-19,true,20,-1.2436201998319447,0.5,0.5,0.200424559,0.0
128,0.5,2.4,1.0,100.0,0.0,0.05128794927985518,0.4047068009132429,-2.1970368578485485e-20,0.9228923926848237,0.05773668451847236,9.048167556796698e-17,true,15,-1.2272333979555081,0.5,0.5,0.144550322,0.0
128,0.5,2.5,1.0,100.0,0.0,0.05664648640327779,0.4045732303615839,-2.77901163028407e-19,0.42380453049989386,0.6105824828068762,1.0994586617359767e-15,true,11,-1.2108580888377367,0.5,0.5,0.116430335,0.0
128,0.5,2.6,1.0,100.0,0.0,0.06146037376576892,0.4044346626530856,1.056373130770763e-15,0.8310788670293223,0.5762058085411192,4.019927742156778e-12,true,11,-1.1944963127612582,0.5,0.5,0.099561818,0.0
128,0.5,2.7,1.0,100.0,0.0,0.06858053875863099,0.40420103537960106,4.579200963430852e-19,0.975952637525479,0.02385200935739462,1.678346072960876e-15,true,17,-1.1781520563866676,0.5,0.5,0.159665289,0.0
128,0.5,2.8,1.0,100.0,0.0,0.07617978428477379,0.4039069607597586,7.447907861478747e-19,0.9499284617286718,0.03718618239645366,2.634168867569782e-15,true,20,-1.1618292897086262,0.5,0.5,0.906470704,0.0
128,0.5,2.9,1.0,100.0,0.0,0.08426875609966705,0.4035392185374713,9.165320633298727e-18,0.8769210912976666,0.04151565319998607,3.1326424987176155e-14,true,22,-1.1455331551846692,0.5,0.5,0.252440028,0.0
128,0.5,3.0,1.0,100.0,0.0,0.0928181153447058,0.40308482772811527,-1.74824885374868e-16,0.8585102650236764,0.04784599631990627,5.782690551996934e-13,true,23,-1.1292700697008067,0.5,0.5,0.267756722,0.0
128,0.5,3.1,1.0,100.0,0.0,0.10186406764238662,0.4025254987906277,1.1183554452413222e-14,0.9523291909912246,0.06186607699876223,3.584791771586177e-11,true,23,-1.1130480557885833,0.5,0.5,0.302601282,0.0
128,0.5,3.2,1.0,100.0,0.0,0.11175940357669556,0.40181503309139593,-9.315170199461324e-13,0.818304688801258,0.06214984770458454,2.89769741150253e-9,true,24,-1.0968771449254808,0.5,0.5,0.275075592,0.0
