L,U,V,t,β,δ,uS,ud,wx,wy,QuS,Qud,Qwx,Qwy,Converged,I,f,g,g0,ΔT,μ
256,4.0,8.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.370380424,0.0
256,4.4,4.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.799533763,0.0
256,4.4,4.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.282846566,0.0
256,4.4,4.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.930328628,0.0
256,4.4,5.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.529122872,0.0
256,4.4,5.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.884993323,0.0
256,4.4,6.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.395133642,0.0
256,4.4,6.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.898102431,0.0
256,4.4,6.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.440690384,0.0
256,4.4,7.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.820640397,0.0
256,4.4,7.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.340403563,0.0
256,4.4,8.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.812816403,0.0
256,4.8,4.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.430589406,0.0
256,4.8,4.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.766210271,0.0
256,4.8,4.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.293935765,0.0
256,4.8,5.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.78076071,0.0
256,4.8,5.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.354486179,0.0
256,4.8,6.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.729167664,0.0
256,4.8,6.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.381044002,0.0
256,4.8,6.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.900833692,0.0
256,4.8,7.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.535676088,0.0
256,4.8,7.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.86201242,0.0
256,4.8,8.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.379343976,0.0
256,5.2,4.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.89383193,0.0
256,5.2,4.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.443243145,0.0
256,5.2,4.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.840008844,0.0
256,5.2,5.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.332166834,0.0
256,5.2,5.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.876914736,0.0
256,5.2,6.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.36516471,0.0
256,5.2,6.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.786797146,0.0
256,5.2,6.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.277828578,0.0
256,5.2,7.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.779904605,0.0
256,5.2,7.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.344754869,0.0
256,5.2,8.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.82773726,0.0
256,5.6,4.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.397621944,0.0
256,5.6,4.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.944796865,0.0
256,5.6,4.8,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.499876464,0.0
256,5.6,5.2,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.860059596,0.0
256,5.6,5.6,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,53.305028396,0.0
256,5.6,6.0,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.871169217,0.0
256,5.6,6.4,1.0,100.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,false,400,NaN,0.1,0.2,52.388082446,0.0
