L,U,V,t,β,δ,uS,ud,QuS,Qud,Converged,I,f,g,g0,ΔT,μ
128,0.0,0.7,1.0,100.0,0.02,0.40497955328927493,-6.4786723347198816e-9,0.5975485307364581,3.40111474442348e-5,true,11,-0.810172429100089,0.5,0.5,3.541293223,0.05438717732092576
128,0.0,0.8,1.0,100.0,0.02,0.40497794877214033,-4.44652856201877e-10,0.5979707542380641,2.1244668143281277e-6,true,11,-0.8101746666882312,0.5,0.5,3.534673393,0.05305696930765785
128,0.0,0.9,1.0,100.0,0.02,0.40497621704859077,-7.229522536178479e-12,0.5984070752611537,3.1886632223532274e-8,true,11,-0.8101769414560023,0.5,0.5,3.569993021,0.05172918362989356
128,0.0,1.0,1.0,100.0,0.02,0.40497434454638254,-1.2351231148954867e-15,0.59887850620155,5.0868055427588654e-12,true,11,-0.8101792495325345,0.5,0.5,3.546162884,0.05040410721655708
128,0.0,1.1,1.0,100.0,0.02,0.40497231596469696,1.3877787807814457e-17,0.5993579726287779,1.8973538018496328e-16,true,11,-0.8101815857394015,0.5,0.5,3.519310867,0.04908204486290793
128,0.0,1.2,1.0,100.0,0.02,0.4049701140279948,1.2917028557879462e-12,0.5998749872314635,4.747544940725615e-9,true,11,-0.8101839432995938,0.5,0.5,3.580388287,0.04776332034053074
128,0.0,1.3,1.0,100.0,0.02,0.40496771919330615,2.6059172875125824e-10,0.6004138985540308,9.13513457424537e-7,true,11,-0.8101863134830415,0.5,0.5,3.583292843,0.04644827368188093
128,0.0,1.4,1.0,100.0,0.02,0.4049651093108461,6.4738209654136014e-9,0.6009673157033601,2.175056221958606e-5,true,11,-0.8101886851837244,0.5,0.5,3.500128771,0.045137260468254496
128,0.0,1.5,1.0,100.0,0.02,0.40496225922432966,5.337497055446505e-8,0.6015792948558252,0.00017257882365702545,true,11,-0.810191044411228,0.5,0.5,3.539660282,0.04383065072998746
128,0.0,1.6,1.0,100.0,0.02,0.40495914028544566,1.1646861307335055e-7,0.6022002959445993,0.0003636832643377644,true,11,-0.8101933736689336,0.5,0.5,3.556686495,0.04252882266750247
128,0.0,1.7,1.0,100.0,0.02,0.40495571978978895,-1.6231978652858636e-6,0.6028832099277404,0.004909813793369649,true,11,-0.8101956512241824,0.5,0.5,3.560582344,0.041232163518317516
128,0.0,1.8,1.0,100.0,0.02,0.40495196013625473,-2.0979169212467785e-5,0.6036713359119927,0.06163170408932789,true,11,-0.8101978516920202,0.5,0.5,3.558346119,0.03994106474900885
128,0.0,1.9,1.0,100.0,0.02,0.4049478114909039,-0.00014672720582316334,0.6046892545402693,0.4196146880951099,true,11,-0.8102000207697491,0.5,0.5,3.528928477,0.03865602320045075
128,0.0,2.0,1.0,100.0,0.02,0.40494314072753645,0.0003519606606375292,0.07594373710273494,0.9817184121278825,true,14,-0.810202351728835,0.5,0.5,4.571902412,0.03736102709255461
128,0.0,2.1,1.0,100.0,0.02,0.40493805940617766,-0.0003414628819483623,6.870734492459007e-5,0.9307226398973468,true,29,-0.8102040870170464,0.5,0.5,9.385289207,0.03608553503220529
128,0.0,2.2,1.0,100.0,0.02,NaN,NaN,0.0009647545206048491,29.27756022759763,false,100,NaN,0.5,0.5,32.245223665,0.035449414232725955
