L,U,V,t,β,δ,m,uS,vx,vy,Qm,QuS,Qvx,Qvy,Converged,I,f,g,g0,ΔT,μ
128,0.5,2.6,1.0,100.0,0.0,NaN,0.3976772459161234,1.503633370415704e-14,NaN,0.02041088467503874,2.279896271772941e-7,4.4829080945283076e-11,384.12074127545134,false,100,NaN,0.5,0.5,1.231066822,0.0
128,0.5,2.7,1.0,100.0,0.0,NaN,0.39511805587749016,NaN,6.83440605953728e-17,0.0052908771724118646,1.3820722344348724e-8,432.1328704548533,2.0431526739627016e-13,false,100,NaN,0.5,0.5,1.121749831,0.0
128,0.5,2.8,1.0,100.0,0.0,NaN,0.39214441754397494,NaN,-6.466164699724776e-20,0.0016233960317477852,1.1365353103087728e-9,478.6606355505876,1.2847284637452943e-16,false,100,NaN,0.5,0.5,2.061334131,0.0
128,0.5,2.9,1.0,100.0,0.0,4.6106030984268114e-7,0.38878604638160574,5.044502534852458e-19,NaN,0.0004328448394766841,6.88338275267597e-11,9.05423665335314e-16,523.2162726948212,false,100,NaN,0.5,0.5,1.1957544,0.0
128,0.5,3.0,1.0,100.0,0.0,1.1219838329089051e-7,0.38508299212046465,-2.480100881589275e-19,NaN,0.00011631220228073218,4.218847493575595e-12,8.794782524436536e-16,565.4771942497034,false,100,NaN,0.5,0.5,1.306465579,0.0
128,0.5,3.1,1.0,100.0,0.0,6.706483546730165e-8,0.3810810620503471,NaN,3.796436090435598e-21,7.588650557879037e-5,1.3322676295501878e-12,605.2625431214556,1.085861752092245e-17,false,100,NaN,0.5,0.5,3.006305582,0.0
128,0.5,3.2,1.0,100.0,0.0,2.7973173736963412e-8,0.3768279916869761,NaN,3.0081982242601936e-20,3.4219124474134286e-5,2.220446049250313e-13,642.5039958249147,2.3596647167713353e-16,false,100,NaN,0.5,0.5,1.329306257,0.0
128,0.5,3.3,1.0,100.0,0.0,6.086620088777596e-9,0.372370600119993,NaN,2.8142291974975697e-19,7.985091747104292e-6,0.0,677.2168755580518,7.199739968220296e-16,false,100,NaN,0.5,0.5,2.706887099,0.0
128,0.5,3.4,1.0,100.0,0.0,1.4822155979590068e-9,0.36775290027649166,NaN,-2.728672991832402e-19,2.071426448625216e-6,0.0,709.4748775057722,6.102708841675774e-16,false,100,NaN,0.5,0.5,1.693372803,0.0
128,0.5,3.5,1.0,100.0,0.0,9.416130712494952e-10,0.3630150013538631,1.6337062865526358e-19,NaN,1.3938466582953504e-6,0.0,3.3598459026097407e-16,739.3896486540413,false,100,NaN,0.5,0.5,1.811447704,0.0
128,0.5,3.6,1.0,100.0,0.0,2.7285918833407876e-10,0.3581926038734655,NaN,6.18838282679925e-19,4.257580430501964e-7,0.0,767.0952115361063,1.642431929894483e-15,false,100,NaN,0.5,0.5,1.287288296,0.0
128,0.5,3.7,1.0,100.0,0.0,1.1550102595009643e-10,0.35331690310356423,NaN,-5.687373806661043e-20,1.8918619380559395e-7,0.0,792.7366129754357,3.355556887064896e-16,false,100,NaN,0.5,0.5,1.076099255,0.0
128,0.5,3.8,1.0,100.0,0.0,8.466546689868475e-11,0.3484147524228761,-6.095227577604738e-19,NaN,1.4505525973155108e-7,0.0,8.214701225333498e-16,816.4619807206776,false,100,NaN,0.5,0.5,2.359786407,0.0
