L,U,V,t,β,δ,uS,QuS,Converged,I,f,g,g0,ΔT,μ,Layer
256,0.0,3.2,1.0,100.0,0.0,0.4050907309883699,0.979572648920457,true,62,-0.8107765663314556,0.1,0.1,1.347231232,0.0,1
256,0.0,3.4,1.0,0.1,0.0,0.04577790109649503,0.9506157305443491,true,43,-13.870336529531357,0.1,0.1,0.955988169,0.0,0
256,0.0,3.4,1.0,1.0,0.0,0.23976653419331867,0.9746020541063771,true,40,-1.6118153223452625,0.1,0.1,0.873256295,0.0,1
256,0.0,3.4,1.0,2.0,0.0,0.308877633094848,0.9876658238796576,true,43,-1.0799614170794418,0.1,0.1,0.931734194,0.0,1
256,0.0,3.4,1.0,4.0,0.0,0.359157545539186,0.9809149985323673,true,49,-0.8889208521131813,0.1,0.1,1.075805083,0.0,0
256,0.0,3.4,1.0,6.0,0.0,0.37803073579616764,0.9830794058895975,true,53,-0.8469443015225253,0.1,0.1,1.165915417,0.0,0
256,0.0,3.4,1.0,8.0,0.0,0.38721042618377366,0.9263370927703463,true,56,-0.831497312003787,0.1,0.1,1.292456674,0.0,0
256,0.0,3.4,1.0,10.0,0.0,0.3923862834374467,0.9986783486312101,true,57,-0.8241947418659374,0.1,0.1,1.234941098,0.0,1
256,0.0,3.4,1.0,15.0,0.0,0.3985245763125904,0.9074798715706933,true,60,-0.8168284026892212,0.1,0.1,1.331798952,0.0,0
256,0.0,3.4,1.0,20.0,0.0,0.4010998255955777,0.9083833163248123,true,61,-0.8141891360404403,0.1,0.1,1.32940078,0.0,1
256,0.0,3.4,1.0,100.0,0.0,0.4050425096086864,0.9761339610315778,true,62,-0.8107442048702176,0.1,0.1,1.347471081,0.0,1
256,0.0,3.6,1.0,0.1,0.0,0.04556994911564466,0.9365866952549678,true,43,-13.870682447217659,0.1,0.1,0.964641146,0.0,0
256,0.0,3.6,1.0,1.0,0.0,0.235445282490197,0.9552492222851261,true,39,-1.6132963827215048,0.1,0.1,0.845929365,0.0,1
256,0.0,3.6,1.0,2.0,0.0,0.3030985256369748,0.8815653639433485,true,42,-1.0791553437945334,0.1,0.1,0.913110543,0.0,1
256,0.0,3.6,1.0,4.0,0.0,0.35375968544583875,0.950313952790105,true,47,-0.8862770758438666,0.1,0.1,1.0352584,0.0,0
256,0.0,3.6,1.0,6.0,0.0,0.37373787487173527,0.9625106337416423,true,51,-0.8442560411580028,0.1,0.1,1.12781169,0.0,0
256,0.0,3.6,1.0,8.0,0.0,0.38386136101370694,0.9362871540310458,true,54,-0.8291722965951671,0.1,0.1,1.24525308,0.0,0
256,0.0,3.6,1.0,10.0,0.0,0.3897365911032775,0.9269024473863574,true,56,-0.8222483088533734,0.1,0.1,1.225394572,0.0,1
