L,U,V,t,β,δ,uS,ud,wx,wy,QuS,Qud,Qwx,Qwy,Converged,I,f,g,g0,ΔT,μ,Layer
256,5.0,0.4,1.0,100.0,0.05,0.40321948206753677,-6.711215156607331e-6,0.0,0.0,0.9389682079598005,0.0743342989802337,0.3094850098213456,0.3094850098213456,true,30,-1.6391528388408942,0.2,0.2,183.192174606,0.16571972030718513,0
256,5.0,0.4,1.0,100.0,0.1,0.3957516147533538,-7.781764603864705e-6,0.0,0.0,0.915704028445874,0.12342407231780979,0.3094850098213456,0.3094850098213456,true,30,-1.7563429161515707,0.2,0.2,155.790943583,0.39308671878521706,0
256,5.0,0.4,1.0,100.0,0.15,0.3815020689408173,-7.4892554485506135e-6,0.0,0.0,0.8714961084468342,0.1647826725465642,0.3094850098213456,0.3094850098213456,true,30,-1.9009882562781826,0.2,0.2,166.885652478,0.666283160404004,0
256,5.0,0.4,1.0,100.0,0.2,0.3593401793200012,-6.471342961306137e-6,0.0,0.0,0.8028248350895328,0.2012429166722556,0.3094850098213456,0.3094850098213456,true,30,-2.0740246124220505,0.2,0.2,154.657568618,0.983163446735498,0
256,5.0,0.4,1.0,100.0,0.25,0.3281946231238743,-6.245804270998967e-6,0.0,0.0,0.882967456225292,0.29660634474330705,0.38685626227668196,0.38685626227668196,true,29,-2.278777976903861,0.2,0.2,248.667417233,1.3453288183255916,0
256,5.0,0.4,1.0,100.0,0.3,0.28700522408548085,-5.49978831776432e-6,0.0,0.0,0.9044430099752754,0.41307312681545083,0.4835703278458524,0.4835703278458524,true,28,-2.5198928594725016,0.2,0.2,157.667871873,1.7559286797869524,0
256,5.0,0.4,1.0,100.0,0.35,0.23470122976446092,-4.229120010162957e-6,0.0,0.0,0.8143100283547478,0.5555194802198198,0.6044629098073154,0.6044629098073154,true,27,-2.8038571313094165,0.2,0.2,120.304026892,2.2200175400035578,0
256,5.0,0.4,1.0,100.0,0.4,0.17018952839082105,-2.9880431383633166e-6,0.0,0.0,0.6629866462694589,0.9139666324250991,0.9444732965739303,0.9444732965739303,true,25,-3.1381580791000134,0.2,0.2,101.894109194,2.7432466030094296,0
256,5.0,0.4,1.0,100.0,0.45,0.09234233929306895,-7.402579195181502e-7,0.0,0.0,0.07230341878758373,0.937012932624968,0.9444732965739303,0.9444732965739303,true,25,-3.5326983165166306,0.2,0.2,94.003853445,3.3333496511920515,0
256,5.0,0.8,1.0,100.0,0.0,0.4052439355270087,-4.5685165747655354e-8,0.0,0.0,0.9466320228275205,0.00017952084210130727,0.3094850098213456,0.3094850098213456,true,30,-1.4898857852620693,0.2,0.2,2.837869386,0.0,0
256,5.0,0.8,1.0,100.0,0.05,0.40321503544244086,-1.947858084078158e-6,0.0,0.0,0.9402947332380895,0.011960551427767708,0.3094850098213456,0.3094850098213456,true,30,-1.5661321416043417,0.2,0.2,182.57084194,0.15119789550894847,0
256,5.0,0.8,1.0,100.0,0.1,0.395748151023534,-4.755515498527929e-6,0.0,0.0,0.9167425575731247,0.039641231982867606,0.3094850098213456,0.3094850098213456,true,30,-1.6734437269300209,0.2,0.2,158.891511744,0.3593334199175944,0
256,5.0,0.8,1.0,100.0,0.15,0.38149927991138166,-6.900024625750012e-6,0.0,0.0,0.8723180855889634,0.07723014761996151,0.3094850098213456,0.3094850098213456,true,30,-1.8070342531749861,0.2,0.2,166.812816625,0.6113033415705988,0
256,5.0,0.8,1.0,100.0,0.2,0.3593379283313477,-7.854935533180285e-6,0.0,0.0,0.8034507267796753,0.12140361909196605,0.3094850098213456,0.3094850098213456,true,30,-1.9691596161916298,0.2,0.2,156.976507596,0.9071417819646835,0
256,5.0,0.8,1.0,100.0,0.25,0.32819278325463985,-9.450195545074314e-6,0.0,0.0,0.883533088758548,0.21766600596588603,0.38685626227668196,0.38685626227668196,true,29,-2.164925421064727,0.2,0.2,252.48324177,1.2509713350669551,0
256,5.0,0.8,1.0,100.0,0.3,0.2870037955315066,-9.535892188577977e-6,0.0,0.0,0.9049047448870251,0.3455548802156953,0.4835703278458524,0.4835703278458524,true,28,-2.4015572501339717,0.2,0.2,157.86929144,1.6491949540762942,0
256,5.0,0.8,1.0,100.0,0.35,0.23470026425915755,-7.95643737591667e-6,0.0,0.0,0.8146324169621133,0.5067780249474404,0.6044629098073154,0.6044629098073154,true,27,-2.6890347597937634,0.2,0.2,120.430694187,2.110854474182599,0
256,5.0,0.8,1.0,100.0,0.4,0.17018891155474036,-5.93642530641314e-6,0.0,0.0,0.66321125152069,0.8824960420502173,0.9444732965739303,0.9444732965739303,true,25,-3.0397417096899404,0.2,0.2,98.924924755,2.646768123597435,0
256,5.0,0.8,1.0,100.0,0.45,0.0923420506293138,-1.4958277840537715e-6,0.0,0.0,0.07224283525733566,0.9292646955371624,0.9444732965739303,0.9444732965739303,true,25,-3.4696780303173873,0.2,0.2,91.68066614,3.270602857660389,0
256,5.0,1.2,1.0,100.0,0.0,0.40523618052612675,-1.2723153086646732e-10,0.0,0.0,0.9480817959239829,4.0556355624362067e-7,0.3094850098213456,0.3094850098213456,true,30,-1.4241979261729258,0.2,0.2,2.479158162,0.0,0
256,5.0,1.2,1.0,100.0,0.05,0.40320907673821,-2.399340123110383e-7,0.0,0.0,0.9421291498078466,0.0010784293784050713,0.3094850098213456,0.3094850098213456,true,30,-1.4931238949704544,0.2,0.2,184.459460438,0.13669567940669228,0
256,5.0,1.2,1.0,100.0,0.1,0.3957435376558386,-1.6208185382310392e-6,0.0,0.0,0.9182370474373203,0.00944497240760065,0.3094850098213456,0.3094850098213456,true,30,-1.5905529958974631,0.2,0.2,157.7390292,0.3255921007005419,0
256,5.0,1.2,1.0,100.0,0.15,0.3814955986548965,-4.019104482166913e-6,0.0,0.0,0.8735678217662857,0.03048545108737925,0.3094850098213456,0.3094850098213456,true,30,-1.713088230617293,0.2,0.2,174.691762095,0.5563342882926123,0
256,5.0,1.2,1.0,100.0,0.2,0.35933500955670583,-6.483877898810775e-6,0.0,0.0,0.8044565543747773,0.06636078032253664,0.3094850098213456,0.3094850098213456,true,30,-1.8642959197954492,0.2,0.2,158.423870578,0.831120913893709,0
256,5.0,1.2,1.0,100.0,0.25,0.3281904750313744,-1.0167064244864799e-5,0.0,0.0,0.884482254667529,0.151490351790127,0.38685626227668196,0.38685626227668196,true,29,-2.0510736293714418,0.2,0.2,258.91355011,1.156614139019776,0
256,5.0,1.2,1.0,100.0,0.3,0.2870020683557569,-1.2108556691092787e-5,0.0,0.0,0.9057121876163698,0.2820507607257325,0.4835703278458524,0.4835703278458524,true,28,-2.283221895264669,0.2,0.2,154.938878129,1.5424610828398746,0
256,5.0,1.2,1.0,100.0,0.35,0.23469913368521872,-1.1140948361937353e-5,0.0,0.0,0.81521761528347,0.4581298985994264,0.6044629098073154,0.6044629098073154,true,27,-2.5742178535099827,0.2,0.2,119.72374433,2.00169759484077,0
256,5.0,1.2,1.0,100.0,0.4,0.17018822389027943,-8.831316533036704e-6,0.0,0.0,0.6636227327733168,0.8499815069266053,0.9444732965739303,0.9444732965739303,true,25,-2.9413276959997665,0.2,0.2,96.811177115,2.550292153723591,0
256,5.0,1.2,1.0,100.0,0.45,0.09234174505968906,-2.26669071740071e-6,0.0,0.0,0.07213689102017473,0.9212451169961786,0.9444732965739303,0.9444732965739303,true,25,-3.4066585427905713,0.2,0.2,93.711431463,3.207856881639418,0
256,5.0,1.6,1.0,100.0,0.0,0.4052254666475971,-7.91033905045424e-15,0.0,0.0,0.9496005833614651,2.226608731837245e-11,0.3094850098213456,0.3094850098213456,true,30,-1.3585130349858696,0.2,0.2,2.773678879,0.0,0
256,5.0,1.6,1.0,100.0,0.05,0.4032008387008079,-1.1116940049071822e-8,0.0,0.0,0.944093938193058,4.081552293092123e-5,0.3094850098213456,0.3094850098213456,true,30,-1.4201295949996728,0.2,0.2,184.586411294,0.12221469544340116,0
256,5.0,1.6,1.0,100.0,0.1,0.39573721007378215,-3.1997138505435174e-7,0.0,0.0,0.9200730044263139,0.0014631671014076614,0.3094850098213456,0.3094850098213456,true,30,-1.5076719698873726,0.2,0.2,155.10033387,0.29186409267078745,0
256,5.0,1.6,1.0,100.0,0.15,0.38149061046766475,-1.6415403082115088e-6,0.0,0.0,0.8751633743578902,0.00948578247376587,0.3094850098213456,0.3094850098213456,true,30,-1.6191509048881727,0.2,0.2,92.977921487,0.5013765910024204,0
256,5.0,1.6,1.0,100.0,0.2,0.35933113853497345,-4.174110710075674e-6,0.0,0.0,0.8057990715183427,0.031804660992780454,0.3094850098213456,0.3094850098213456,true,30,-1.7594345314756072,0.2,0.2,165.891612933,0.7551019519421166,0
256,5.0,1.6,1.0,100.0,0.25,0.3281875254998373,-9.088921642086412e-6,0.0,0.0,0.8858078314752937,0.09859546750687447,0.38685626227668196,0.38685626227668196,true,29,-1.937223466454433,0.2,0.2,253.070845848,1.062258187769177,0
256,5.0,1.6,1.0,100.0,0.3,0.28699995161894837,-1.3275001832402378e-5,0.0,0.0,0.9068857056064861,0.2234343104191398,0.4835703278458524,0.4835703278458524,true,28,-2.1648874796277457,0.2,0.2,161.061907446,1.4357278208440203,0
256,5.0,1.6,1.0,100.0,0.35,0.23469779858927828,-1.3739157240233446e-5,0.0,0.0,0.8160948283998382,0.40969793007200705,0.6044629098073154,0.6044629098073154,true,27,-2.4594068560591063,0.2,0.2,118.32551187,1.8925473809625168,0
256,5.0,1.6,1.0,100.0,0.4,0.17018745406475122,-1.1656680560939714e-5,0.0,0.0,0.6642448351534269,0.816387456347078,0.9444732965739303,0.9444732965739303,true,25,-2.8429163793605916,0.2,0.2,98.517475164,2.4538190598945793,0
256,5.0,1.6,1.0,100.0,0.45,0.09234142122893105,-3.052796672786684e-6,0.0,0.0,0.07197944703823955,0.9129460470424698,0.9444732965739303,0.9444732965739303,true,25,-3.3436399340550027,0.2,0.2,91.617028497,3.1451118060992505,0
256,5.0,2.0,1.0,100.0,0.0,0.405210186534277,-5.551115123125783e-17,0.0,0.0,0.9510627842597152,1.2143583821115637e-13,0.3094850098213456,0.3094850098213456,true,30,-1.2928323130064239,0.2,0.2,2.555920535,0.0,0
256,5.0,2.0,1.0,100.0,0.05,0.4031889973774325,-1.1141518263535488e-10,0.0,0.0,0.9459771331872258,3.5398548575825314e-7,0.3094850098213456,0.3094850098213456,true,30,-1.3471512133733612,0.2,0.2,179.984107345,0.10775683307505542,0
256,5.0,2.0,1.0,100.0,0.1,0.39572821311000617,-3.065732435969526e-8,0.0,0.0,0.922178946889396,0.00011711026296204947,0.3094850098213456,0.3094850098213456,true,30,-1.4248021705245786,0.2,0.2,158.312634362,0.25815079286140247,0
256,5.0,2.0,1.0,100.0,0.15,0.38148363267951235,-4.459438527337767e-7,0.0,0.0,0.8770275862205468,0.002092796980376601,0.3094850098213456,0.3094850098213456,true,30,-1.5252232806732247,0.2,0.2,107.824476247,0.44643103064698164,0
256,5.0,2.0,1.0,100.0,0.2,0.35932586471857897,-2.1021698572709635e-6,0.0,0.0,0.8074413586492968,0.012712160488986159,0.3094850098213456,0.3094850098213456,true,30,-1.654577032271519,0.2,0.2,165.812307265,0.6790866745719102,0
256,5.0,2.0,1.0,100.0,0.25,0.32818367332819554,-6.978317164035852e-6,0.0,0.0,0.8874989776673781,0.05880762270887049,0.38685626227668196,0.38685626227668196,true,29,-1.823376227340745,0.2,0.2,250.97784336,0.9679049365996533,0
256,5.0,2.0,1.0,100.0,0.3,0.2869973160514889,-1.3159015294667009e-5,0.0,0.0,0.9084454183215795,0.17055727454308725,0.4835703278458524,0.4835703278458524,true,28,-2.0465549467300237,0.2,0.2,157.299798928,1.3289962139390825,0
256,5.0,2.0,1.0,100.0,0.35,0.23469620712672695,-1.5708023140326155e-5,0.0,0.0,0.817296654972044,0.3616977335274223,0.6044629098073154,0.6044629098073154,true,27,-2.344602266741542,0.2,0.2,127.619059894,1.783404366403605,0
256,5.0,2.0,1.0,100.0,0.4,0.17018658837696415,-1.4393561169667723e-5,0.0,0.0,0.6651062921293471,0.7816602139267409,0.9444732965739303,0.9444732965739303,true,25,-2.7445081494132904,0.2,0.2,94.388350929,2.3573492601622124,0
256,5.0,2.0,1.0,100.0,0.45,0.09234107764192895,-3.854039370143614e-6,0.0,0.0,0.07176453839535801,0.904353821375598,0.9444732965739303,0.9444732965739303,true,25,-3.2806222955429387,0.2,0.2,66.762939732,3.0823677258093065,0
256,5.0,2.4,1.0,100.0,0.0,0.4051874689160721,1.3877787807814457e-17,0.0,0.0,0.952257031909598,3.002599125058939e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2271576677561458,0.2,0.2,2.502937902,0.0,0
256,5.0,2.4,1.0,100.0,0.05,0.40317110170623616,-5.4387050418824856e-14,0.0,0.0,0.9475876096423086,1.548537122079098e-10,0.3094850098213456,0.3094850098213456,true,30,-1.2741921141775565,0.2,0.2,182.700758546,0.09332544009106276,0
256,5.0,2.4,1.0,100.0,0.1,0.39571482421368387,-9.34457330958871e-10,0.0,0.0,0.9244939163639554,3.10051720626912e-6,0.3094850098213456,0.3094850098213456,true,30,-1.341945936202336,0.2,0.2,167.662438997,0.22445427209240879,0
256,5.0,2.4,1.0,100.0,0.15,0.3814734750713087,-6.869366467321392e-8,0.0,0.0,0.879066764077896,0.0002725934216367764,0.3094850098213456,0.3094850098213456,true,30,-1.4313071540521158,0.2,0.2,174.737170113,0.39149917575290744,0
256,5.0,2.4,1.0,100.0,0.2,0.3593184392917635,-7.84185987368069e-7,0.0,0.0,0.809319006409015,0.003918473903076656,0.3094850098213456,0.3094850098213456,true,30,-1.549725903227122,0.2,0.2,171.25357286,0.6030779034706567,0
256,5.0,2.4,1.0,100.0,0.25,0.3281785086183278,-4.574633678283702e-6,0.0,0.0,0.8895350310340611,0.031204569764330267,0.38685626227668196,0.38685626227668196,true,29,-1.709533857460584,0.2,0.2,248.118678279,0.8735565906117594,0
256,5.0,2.4,1.0,100.0,0.3,0.28699397302263685,-1.1960777503594588e-5,0.0,0.0,0.9104078298931562,0.124237037210872,0.4835703278458524,0.4835703278458524,true,28,-1.9282256195995287,0.2,0.2,135.868907459,1.222267735721496,0
256,5.0,2.4,1.0,100.0,0.35,0.2346942900947207,-1.700789006964243e-5,0.0,0.0,0.8188595402899845,0.31442392793349266,0.6044629098073154,0.6044629098073154,true,27,-2.2298046803270832,0.2,0.2,119.520047732,1.6742691831913394,0
256,5.0,2.4,1.0,100.0,0.4,0.1701856101386378,-1.701993744512853e-5,0.0,0.0,0.6662407628602041,0.7457591230726706,0.9444732965739303,0.9444732965739303,true,25,-2.6461034576043976,0.2,0.2,95.316195973,2.2608832386515805,0
256,5.0,2.4,1.0,100.0,0.45,0.09234071264609936,-4.670273439727479e-6,0.0,0.0,0.07148503922874139,0.8954579109673371,0.9444732965739303,0.9444732965739303,true,25,-3.2176057328761822,0.2,0.2,87.022896525,3.019624750354578,0
256,5.0,2.8,1.0,100.0,0.0,0.4051517197164818,-1.887379141862766e-15,0.0,0.0,0.9527335942410842,4.393836600865603e-12,0.3094850098213456,0.3094850098213456,true,30,-1.1614923290843968,0.2,0.2,2.816605231,0.0,0
256,5.0,2.8,1.0,100.0,0.05,0.40314218432423876,-4.163336342344337e-17,0.0,0.0,0.9485319862249098,9.196992811865988e-14,0.3094850098213456,0.3094850098213456,true,30,-1.2012592905982797,0.2,0.2,180.098855792,0.07892837483829368,0
256,5.0,2.8,1.0,100.0,0.1,0.39569367077642503,-3.351138810891996e-12,0.0,0.0,0.9264590649011861,9.917164791606557e-9,0.3094850098213456,0.3094850098213456,true,30,-1.2591077108348874,0.2,0.2,205.159409122,0.1907788138923345,0
256,5.0,2.8,1.0,100.0,0.15,0.3814579056200658,-4.2789390364283975e-9,0.0,0.0,0.8811141005772294,1.4762853858420692e-5,0.3094850098213456,0.3094850098213456,true,30,-1.3374062209596407,0.2,0.2,158.998005042,0.33658473779467984,0
256,5.0,2.8,1.0,100.0,0.2,0.35930754043273305,-1.9194748948625495e-7,0.0,0.0,0.8113394240893967,0.0008149055261373446,0.3094850098213456,0.3094850098213456,true,30,-1.4448851966039875,0.2,0.2,173.633051177,0.5270802885417198,0
256,5.0,2.8,1.0,100.0,0.25,0.32817135880218884,-2.4778847976247853e-6,0.0,0.0,0.8918756703187869,0.01407313818843849,0.38685626227668196,0.38685626227668196,true,29,-1.595699348885661,0.2,0.2,257.383945117,0.7792165618062371,0
256,5.0,2.8,1.0,100.0,0.3,0.2869896388120533,-9.960138528858353e-6,0.0,0.0,0.9127826208672474,0.0851860115245042,0.4835703278458524,0.4835703278458524,true,28,-1.8099014005987293,0.2,0.2,136.910056091,1.115544514735045,0
256,5.0,2.8,1.0,100.0,0.35,0.2346919534671862,-1.7607258489343858e-5,0.0,0.0,0.8208217277405061,0.26826310361652955,0.6044629098073154,0.6044629098073154,true,27,-2.1150148489246416,0.2,0.2,120.668966289,1.5651426293683726,0
256,5.0,2.8,1.0,100.0,0.4,0.1701844988585557,-1.951089188201305e-5,0.0,0.0,0.6676816217597303,0.7086734063171932,0.9444732965739303,0.9444732965739303,true,25,-2.547702824505545,0.2,0.2,96.319869585,2.1644215531022732,0
256,5.0,2.8,1.0,100.0,0.45,0.0923403244111802,-5.501246449879371e-6,0.0,0.0,0.07113236606870466,0.8862380961071342,0.9444732965739303,0.9444732965739303,true,25,-3.1545903690665797,0.2,0.2,92.451980392,2.9568830074920305,0
256,5.0,3.2,1.0,100.0,0.0,0.40509070832960614,-5.965970027999035e-7,0.0,0.0,0.9513506907261604,0.0013386296033006764,0.3094850098213456,0.3094850098213456,true,30,-1.0958422712270097,0.2,0.2,2.794626621,0.0,0
256,5.0,3.2,1.0,100.0,0.05,0.40309091232204586,2.7755575615628914e-17,0.0,0.0,0.9477370271450125,6.937354272348788e-14,0.3094850098213456,0.3094850098213456,true,30,-1.1283686509648496,0.2,0.2,196.201704124,0.06458518691700775,0
256,5.0,3.2,1.0,100.0,0.1,0.3956573855214593,-1.3877787807814457e-17,0.0,0.0,0.9272747853710239,6.663749634235632e-14,0.3094850098213456,0.3094850098213456,true,30,-1.1762974798355463,0.2,0.2,201.591210226,0.15713524211425636,0
256,5.0,3.2,1.0,100.0,0.15,0.381432321268665,-4.941899667265659e-11,0.0,0.0,0.8827837077129974,1.5128835061755176e-7,0.3094850098213456,0.3094850098213456,true,30,-1.243528623728829,0.2,0.2,159.343940022,0.2816967283166632,0
256,5.0,3.2,1.0,100.0,0.2,0.3592906489966712,-2.4237418433381563e-8,0.0,0.0,0.813295995226393,8.922584665629554e-5,0.3094850098213456,0.3094850098213456,true,30,-1.3400620221428596,0.2,0.2,186.285565734,0.4511020812294656,0
256,5.0,3.2,1.0,100.0,0.25,0.32816105768842313,-1.037386885616165e-6,0.0,0.0,0.8944426436843234,0.005007056822351857,0.38685626227668196,0.38685626227668196,true,29,-1.481877531823019,0.2,0.2,254.953688906,0.6848903941167078,0
256,5.0,3.2,1.0,100.0,0.3,0.28698387120098107,-7.5065404779306455e-6,0.0,0.0,0.9155750218928782,0.053897894370635795,0.4835703278458524,0.4835703278458524,true,28,-1.6915851221505098,0.2,0.2,138.672699337,1.0088297359363319,0
256,5.0,3.2,1.0,100.0,0.35,0.23468906688221938,-1.749020200689233e-5,0.0,0.0,0.8232173353869832,0.22371207958820769,0.6044629098073154,0.6044629098073154,true,27,-2.000233775128747,0.2,0.2,119.152651053,1.4560257714191571,0
256,5.0,3.2,1.0,100.0,0.4,0.17018322915660905,-2.18365738621773e-5,0.0,0.0,0.6694753598904812,0.6703575302325209,0.9444732965739303,0.9444732965739303,true,25,-2.4493068815355974,0.2,0.2,97.130803296,2.0679648804551096,0
256,5.0,3.2,1.0,100.0,0.45,0.09233991090585235,-6.3466621491592434e-6,0.0,0.0,0.07069742402696089,0.8766805302554693,0.9444732965739303,0.9444732965739303,true,25,-3.091576345189022,0.2,0.2,97.554791876,2.894142643844771,0
256,5.0,3.6,1.0,100.0,0.0,0.40374592343841365,NaN,0.0,0.0,3.3306690738754696e-13,144.1687302162358,1.0373788922202606e-17,1.0373788922202606e-17,false,200,NaN,0.2,0.2,17.537148442,0.0,0
256,5.0,3.6,1.0,100.0,0.05,0.4029869967755179,-3.0531133177191805e-16,0.0,0.0,0.9417815741123992,6.99697652894401e-13,0.3094850098213456,0.3094850098213456,true,30,-1.0555575538257262,0.2,0.2,189.166833005,0.050343158605861464,0
256,5.0,3.6,1.0,100.0,0.1,0.3955872034373725,-1.3877787807814457e-17,0.0,0.0,0.9249528237317284,3.126782308939262e-14,0.3094850098213456,0.3094850098213456,true,30,-1.093540148491186,0.2,0.2,192.172720682,0.1235528364038189,0
256,5.0,3.6,1.0,100.0,0.15,0.3813859241889016,-9.825473767932635e-15,0.0,0.0,0.8830463499756025,2.7102590787044718e-11,0.3094850098213456,0.3094850098213456,true,30,-1.1496935868575657,0.2,0.2,158.975631513,0.2268577974254124,0
256,5.0,3.6,1.0,100.0,0.2,0.35926245835485504,-9.326090733008385e-10,0.0,0.0,0.8146943182776312,3.0238565562376782e-6,0.3094850098213456,0.3094850098213456,true,30,-1.2352703324048553,0.2,0.2,185.442251182,0.37515976577049065,0
256,5.0,3.6,1.0,100.0,0.25,0.3281454381632285,-2.965396596055214e-7,0.0,0.0,0.8970210472047935,0.0012351153582920331,0.38685626227668196,0.38685626227668196,true,29,-1.3680767631945874,0.2,0.2,257.203789561,0.5905877594944808,0
256,5.0,3.6,1.0,100.0,0.3,0.2869759508993016,-4.997134781359325e-6,0.0,0.0,0.9187470986151691,0.03055616024779783,0.4835703278458524,0.4835703278458524,true,28,-1.5732811318470747,0.2,0.2,133.849382668,0.9021283089136961,0
256,5.0,3.6,1.0,100.0,0.35,0.2346854453634102,-1.6660999992923475e-5,0.0,0.0,0.8260893802984892,0.18132814419274293,0.6044629098073154,0.6044629098073154,true,27,-1.8854628963331173,0.2,0.2,120.615815075,1.3469201504599282,0
256,5.0,3.6,1.0,100.0,0.4,0.1701817692966164,-2.396231238113722e-5,0.0,0.0,0.6716792460245147,0.6307778706373222,0.9444732965739303,0.9444732965739303,true,25,-2.350916403047033,0.2,0.2,95.728049144,1.9715140515030363,0
256,5.0,3.6,1.0,100.0,0.45,0.09233946987090969,-7.206060049613772e-6,0.0,0.0,0.07016822158828484,0.8667600423207099,0.9444732965739303,0.9444732965739303,true,25,-3.028563829008706,0.2,0.2,97.309366008,2.8314038339675713,0
256,5.0,4.0,1.0,100.0,0.0,0.4046966477891144,2.7755575615628914e-17,0.0,0.0,0.9747904085205539,5.84205324764526e-14,0.328458614616758,0.328458614616758,true,126,-0.9646573665132021,0.05,0.05,12.713744189,0.0,2
256,5.0,4.0,1.0,100.0,0.05,0.40272937600159864,2.422334253765479e-6,0.0,0.0,0.9169182510494478,0.00529287254706694,0.3094850098213456,0.3094850098213456,true,30,-0.9829157489752796,0.2,0.2,188.782269374,0.036310656604023196,0
256,5.0,4.0,1.0,100.0,0.1,0.39542274051293835,1.3877787807814457e-17,0.0,0.0,0.911312477298698,3.957497259534774e-14,0.3094850098213456,0.3094850098213456,true,30,-1.0109092088913756,0.2,0.2,196.419514755,0.09012324205917471,0
256,5.0,4.0,1.0,100.0,0.15,0.3812882147536389,2.7755575615628914e-17,0.0,0.0,0.8780720898698968,6.043841241011756e-14,0.3094850098213456,0.3094850098213456,true,30,-1.0559526984120031,0.2,0.2,166.039406833,0.17213151217341568,0
256,5.0,4.0,1.0,100.0,0.2,0.35921015400906614,-2.5996149677354197e-12,0.0,0.0,0.8141349122078312,7.51603346310085e-9,0.3094850098213456,0.3094850098213456,true,30,-1.1305419060955448,0.2,0.2,220.120041866,0.29929178840765613,0
256,5.0,4.0,1.0,100.0,0.25,0.32812009506294315,-4.5127264480804286e-8,0.0,0.0,0.8991466601364628,0.00016411466932906896,0.38685626227668196,0.38685626227668196,true,29,-1.2543131580541313,0.2,0.2,272.570935128,0.4963275531025933,0
256,5.0,4.0,1.0,100.0,0.3,0.2869646453007453,-2.813546220253871e-6,0.0,0.0,0.9222068916283632,0.014809817355250004,0.4835703278458524,0.4835703278458524,true,28,-1.4549964988249826,0.2,0.2,130.879337019,0.7954482618151825,0
256,5.0,4.0,1.0,100.0,0.35,0.23468081930727924,-1.5155951807760415e-5,0.0,0.0,0.8294896476098157,0.14176010191986546,0.6044629098073154,0.6044629098073154,true,27,-1.7707043658095114,0.2,0.2,119.721814267,1.2378280966391741,0
256,5.0,4.0,1.0,100.0,0.4,0.17018007917464725,-2.5852153434452463e-5,0.0,0.0,0.6743340496967454,0.5900087849929144,0.9444732965739303,0.9444732965739303,true,25,-2.2525322796077143,0.2,0.2,98.425812613,1.8750700199322772,0
256,5.0,4.0,1.0,100.0,0.45,0.0923389987878845,-8.078924729981729e-6,0.0,0.0,0.06953257069722274,0.8564590280203659,0.9444732965739303,0.9444732965739303,true,25,-2.9655530119700044,0.2,0.2,88.944750138,2.768666777158863,0
256,5.0,4.4,1.0,100.0,0.0,0.403761864591331,1.3877787807814457e-17,0.0,0.0,0.9993096450683359,2.7667969494632297e-14,0.3830979613550174,0.3830979613550174,true,123,-0.8992655002671442,0.05,0.05,13.041372428,0.0,2
256,5.0,4.4,1.0,100.0,0.05,0.40184064579079665,2.7755575615628914e-17,0.0,0.0,0.9515695582903438,5.624146960965997e-14,0.3639430632872665,0.3639430632872665,true,124,-0.910702039292193,0.05,0.05,379.556624873,0.022763697025195866,2
256,5.0,4.4,1.0,100.0,0.1,0.39487813974141384,-2.7755575615628914e-17,0.0,0.0,0.993559522159404,5.533326503969984e-14,0.3639430632872665,0.3639430632872665,true,124,-0.9287520684030528,0.05,0.05,443.075361769,0.05731937052163629,2
256,5.0,4.4,1.0,100.0,0.15,0.3810240773770241,2.7755575615628914e-17,0.0,0.0,0.949535375622923,5.3933381801817384e-14,0.3457459101229032,0.3457459101229032,true,125,-0.9625367776376395,0.05,0.05,451.670106824,0.1178274037489906,2
256,5.0,4.4,1.0,100.0,0.2,0.35909647221961105,-7.98755506181692e-12,0.0,0.0,0.997244881488335,2.0805321501674387e-8,0.3830979613550174,0.3830979613550174,true,123,-1.0261202051388536,0.05,0.05,415.676585381,0.22382910514767565,2
256,5.0,4.4,1.0,100.0,0.25,0.3280750077312559,-3.997423814183776e-8,0.0,0.0,0.984298559811525,0.00012812263228994026,0.42448527573963146,0.42448527573963146,true,121,-1.1407227568922391,0.05,0.05,403.972262768,0.4022858966694631,2
256,5.0,4.4,1.0,100.0,0.3,0.28694772703247506,-2.923340609251035e-6,0.0,0.0,0.9946235797675396,0.013355988821177694,0.5211565604802069,0.5211565604802069,true,117,-1.3368565331097986,0.05,0.05,346.571987203,0.6889447089814847,2
256,5.0,4.4,1.0,100.0,0.35,0.23467480459256265,-2.007924503727443e-5,0.0,0.0,0.9744846981857846,0.1626558977547826,0.7089679088108319,0.7089679088108319,true,111,-1.6562688387652158,0.05,0.05,327.171328269,1.1291143862514321,2
256,5.0,4.4,1.0,100.0,0.4,0.1701781062424811,-2.9824767890512804e-5,0.0,0.0,0.6896403407294915,0.595216369808057,0.9644616106539327,0.9644616106539327,true,105,-2.154189833882103,0.05,0.05,270.724428519,1.7786719615758577,2
256,5.0,4.4,1.0,100.0,0.45,0.09233849442010203,-9.26439538542767e-6,0.0,0.0,0.07082635403252158,0.8740369246201221,0.9644616106539327,0.9644616106539327,true,105,-2.902536863406495,0.05,0.05,265.9115729,2.705924069814798,2
256,5.0,4.8,1.0,100.0,0.0,0.3978743491096982,-2.644835683796032e-9,0.0,0.0,0.7480661332062155,5.392420696751856e-6,0.9644616106539327,0.9644616106539327,true,105,-0.8347256252638268,0.05,0.05,10.661419603,0.0,2
