L,U,V,t,β,δ,uS,ud,wS,wd,ws,QuS,Qud,QwS,Qwd,Qws,I,f,g,g0,ΔT,μ
128,0.0,1.1,1.0,100.0,0.0,0.7794816214627516,-7.701834777579242e-6,8.581813230692376e-5,0.23616975568165294,-1.3877787807814457e-17,0.3604814210333984,0.0283614456773398,0.3168911182052207,0.9256862896594997,0.0061035156250153835,16,-1.6203240940934103,0.5,0.5,0.255679173,0.0
128,0.0,1.2,1.0,100.0,0.0,0.7708397321079166,-1.5314034467417414e-5,0.00015804346605265487,0.2532124866584434,-6.938893903907228e-18,0.37210711659763085,0.04633414189577889,0.4790458051457643,0.7735111934699113,0.006103515624999565,16,-1.6186256532217418,0.5,0.5,0.268797017,0.0
128,0.0,1.3,1.0,100.0,0.0,0.7611861448509171,-3.011982351525111e-5,0.00029177239922481384,0.26865342928512714,1.3877787807814457e-17,0.3614706440107085,0.0746966515579308,0.7244217519848948,0.6262264700612752,0.006103515624996951,16,-1.6162053073194067,0.5,0.5,0.249143048,0.0
128,0.0,1.4,1.0,100.0,0.0,0.7505749496577021,-4.3911926517481437e-5,0.00040378713689166387,0.28262732003386326,-2.0816681711721685e-17,0.20364960044139124,0.0888395266733585,0.8172719613428595,0.293774214832343,0.0030517578125353194,17,-1.6129852239017477,0.5,0.5,0.27237641,0.0
128,0.0,1.5,1.0,100.0,0.0,0.7391297641222541,-6.800806605947174e-5,0.0005993136830868221,0.2951968261718291,-6.938893903907228e-18,0.10027091779463149,0.11121640990494346,0.9802112367524014,0.12825147780948232,0.0015258789062442366,18,-1.6089775869250236,0.5,0.5,0.293415298,0.0
128,0.0,1.6,1.0,100.0,0.0,0.7269405848337708,-8.976551695516477e-5,0.0007643656414009822,0.3064880084853575,-1.3877787807814457e-17,0.02319094879199568,0.11707854272624975,0.9969702427145393,0.031755853090675856,0.0003814697265685004,20,-1.6041840114983597,0.5,0.5,0.315194244,0.0
128,0.0,1.7,1.0,100.0,0.0,0.7141153872086204,-0.00011189192212684995,0.0009272652030960678,0.3166079653883261,0.0,0.0002071088933686127,0.11412010694869919,0.9457457281196826,0.007239887478638352,4.768371585484189e-5,23,-1.5986477850779355,0.5,0.5,0.37189125,0.0
128,0.0,1.8,1.0,100.0,0.0,0.7007654075585221,-0.00014543580596212968,0.001180358880793932,0.3256598682288574,-6.938893903907228e-18,0.0033328501913842956,0.112643302754895,0.914230514909649,0.004293563624080399,2.980232224896429e-6,27,-1.5924386881546646,0.5,0.5,0.432274628,0.0
128,0.0,1.9,1.0,100.0,0.0,0.6870073349797761,-0.00021631689516499186,0.001728846050103098,0.33373838999272826,2.7755575615628914e-17,0.005546011139889728,0.12152273593611922,0.971261090561568,0.00502263976620565,9.313220229220696e-8,32,-1.5856555901495004,0.5,0.5,0.52026359,0.0
128,0.0,2.0,1.0,100.0,0.0,0.6729576327082205,-0.00031198316126293535,0.0024672290830791994,0.3409342548029867,6.938893903907228e-18,0.007543879720461888,0.11747201574018604,0.9290375386715289,0.005589525519322791,1.8190755823245434e-10,41,-1.5784169948006979,0.5,0.5,0.655421028,0.0
